Broker: 2.2536560855972643 watts, PV: 6.227260764920404 watts, Broker/PV in kW: 0.01kW, timestamp: 1584724567129 
Broker: 5701.394240122034 watts, PV: 3.088631410606184 watts, Broker/PV in kW: 5.7kW, timestamp: 1584725152371 
Broker: 5702.6160603071185 watts, PV: 2.868060504163825 watts, Broker/PV in kW: 5.71kW, timestamp: 1584725152465 
Broker: 5702.621252072172 watts, PV: 5.504489590375852 watts, Broker/PV in kW: 5.71kW, timestamp: 1584725152567 
Broker: 5704.442214134145 watts, PV: 17.187666285450547 watts, Broker/PV in kW: 5.72kW, timestamp: 1584725152671 
Broker: 5706.434657716854 watts, PV: 3.3558242070113797 watts, Broker/PV in kW: 5.71kW, timestamp: 1584725152774 
Broker: 5706.96475027454 watts, PV: 6.7897263179563305 watts, Broker/PV in kW: 5.71kW, timestamp: 1584725152883 
Broker: 5707.725825262452 watts, PV: 16.376368231245433 watts, Broker/PV in kW: 5.72kW, timestamp: 1584725152983 
Broker: 5708.536191718889 watts, PV: 4.458152636897936 watts, Broker/PV in kW: 5.71kW, timestamp: 1584725153089 
Broker: 5709.779694956018 watts, PV: 7.233073004583304 watts, Broker/PV in kW: 5.72kW, timestamp: 1584725153190 
Broker: 5711.3296899601855 watts, PV: 11.149203583506031 watts, Broker/PV in kW: 5.72kW, timestamp: 1584725153295 
Broker: 5711.82118614283 watts, PV: 19.26459585049823 watts, Broker/PV in kW: 5.73kW, timestamp: 1584725153412 
Broker: 5711.865400865675 watts, PV: 0.22956962536955672 watts, Broker/PV in kW: 5.71kW, timestamp: 1584725153497 
Broker: 5713.499883229348 watts, PV: 1.5135715084641177 watts, Broker/PV in kW: 5.72kW, timestamp: 1584725153595 
Broker: 5713.734407906488 watts, PV: 5.355668860814724 watts, Broker/PV in kW: 5.72kW, timestamp: 1584725153712 
Broker: 5715.622174325992 watts, PV: 17.457658133051485 watts, Broker/PV in kW: 5.73kW, timestamp: 1584725153811 
Broker: 5716.570073808154 watts, PV: 15.64191657871885 watts, Broker/PV in kW: 5.73kW, timestamp: 1584725153916 
Broker: 5718.0385151036035 watts, PV: 19.621548470087188 watts, Broker/PV in kW: 5.74kW, timestamp: 1584725154022 
Broker: 5718.953478043277 watts, PV: 15.432372005611672 watts, Broker/PV in kW: 5.73kW, timestamp: 1584725154133 
Broker: 5720.795537690128 watts, PV: 2.91805531796248 watts, Broker/PV in kW: 5.72kW, timestamp: 1584725154226 
Broker: 5721.708982665747 watts, PV: 7.094270532246694 watts, Broker/PV in kW: 5.73kW, timestamp: 1584725154325 
Broker: 5722.20350157203 watts, PV: 3.4150393691826064 watts, Broker/PV in kW: 5.73kW, timestamp: 1584725154430 
Broker: 5723.863512058743 watts, PV: 11.070837944724383 watts, Broker/PV in kW: 5.73kW, timestamp: 1584725154528 
Broker: 5724.35672066462 watts, PV: 0.7426659717497097 watts, Broker/PV in kW: 5.73kW, timestamp: 1584725154634 
Broker: 5725.389854751986 watts, PV: 17.300146457424436 watts, Broker/PV in kW: 5.74kW, timestamp: 1584725154737 
Broker: 5727.200967719124 watts, PV: 3.328485474126288 watts, Broker/PV in kW: 5.73kW, timestamp: 1584725154842 
Broker: 5728.43408100635 watts, PV: 17.226660656013006 watts, Broker/PV in kW: 5.75kW, timestamp: 1584725154954 
Broker: 5728.910647864024 watts, PV: 16.01770694470316 watts, Broker/PV in kW: 5.74kW, timestamp: 1584725155046 
Broker: 5730.822162940182 watts, PV: 5.239537531393017 watts, Broker/PV in kW: 5.74kW, timestamp: 1584725155148 
Broker: 5732.536732287961 watts, PV: 11.565644984227955 watts, Broker/PV in kW: 5.74kW, timestamp: 1584725155258 
Broker: 5734.091937611503 watts, PV: 5.184434850473858 watts, Broker/PV in kW: 5.74kW, timestamp: 1584725155355 
Broker: 5734.955324826355 watts, PV: 2.679474242992197 watts, Broker/PV in kW: 5.74kW, timestamp: 1584725155455 
Broker: 5736.678543137917 watts, PV: 3.945449167513342 watts, Broker/PV in kW: 5.74kW, timestamp: 1584725155566 
Broker: 5737.69490728025 watts, PV: 11.013721490367075 watts, Broker/PV in kW: 5.75kW, timestamp: 1584725155666 
Broker: 5739.603728783759 watts, PV: 12.548396875189486 watts, Broker/PV in kW: 5.75kW, timestamp: 1584725155765 
Broker: 5740.494828479122 watts, PV: 6.604098015779685 watts, Broker/PV in kW: 5.75kW, timestamp: 1584725155878 
Broker: 5741.628078260528 watts, PV: 11.723683793335349 watts, Broker/PV in kW: 5.75kW, timestamp: 1584725155974 
Broker: 5741.671957507437 watts, PV: 14.262183793701935 watts, Broker/PV in kW: 5.76kW, timestamp: 1584725156076 
Broker: 5742.6201615310165 watts, PV: 3.6370636343608442 watts, Broker/PV in kW: 5.75kW, timestamp: 1584725156181 
Broker: 5743.632859225269 watts, PV: 4.96372617354889 watts, Broker/PV in kW: 5.75kW, timestamp: 1584725156280 
Broker: 5745.152336885575 watts, PV: 18.517765961724724 watts, Broker/PV in kW: 5.76kW, timestamp: 1584725156408 
Broker: 5745.739181099594 watts, PV: 13.568133107702236 watts, Broker/PV in kW: 5.76kW, timestamp: 1584725156495 
Broker: 5746.44324065897 watts, PV: 11.017059811260719 watts, Broker/PV in kW: 5.76kW, timestamp: 1584725156586 
Broker: 5748.242284783069 watts, PV: 4.604690320267526 watts, Broker/PV in kW: 5.75kW, timestamp: 1584725156692 
Broker: 5749.950735911602 watts, PV: 9.154769804812283 watts, Broker/PV in kW: 5.76kW, timestamp: 1584725156793 
Broker: 5751.815349163604 watts, PV: 18.621710851049187 watts, Broker/PV in kW: 5.77kW, timestamp: 1584725156897 
Broker: 5753.622039814845 watts, PV: 7.381584095362936 watts, Broker/PV in kW: 5.76kW, timestamp: 1584725156999 
Broker: 5754.800169159234 watts, PV: 9.675378314876944 watts, Broker/PV in kW: 5.76kW, timestamp: 1584725157099 
Broker: 5756.088759074022 watts, PV: 13.006700313416077 watts, Broker/PV in kW: 5.77kW, timestamp: 1584725157200 
Broker: 5757.576087734103 watts, PV: 7.736412870103644 watts, Broker/PV in kW: 5.77kW, timestamp: 1584725157303 
Broker: 5758.418414957499 watts, PV: 18.968236965066964 watts, Broker/PV in kW: 5.78kW, timestamp: 1584725157408 
Broker: 5759.452888929751 watts, PV: 6.045303015735675 watts, Broker/PV in kW: 5.77kW, timestamp: 1584725157508 
Broker: 5760.7336325997885 watts, PV: 3.0649032496667594 watts, Broker/PV in kW: 5.76kW, timestamp: 1584725157612 
Broker: 5760.800061066512 watts, PV: 13.758308535948359 watts, Broker/PV in kW: 5.77kW, timestamp: 1584725157713 
Broker: 5761.879130473651 watts, PV: 4.909674320093189 watts, Broker/PV in kW: 5.77kW, timestamp: 1584725157823 
Broker: 5762.724371527316 watts, PV: 0.7250560030170305 watts, Broker/PV in kW: 5.76kW, timestamp: 1584725157920 
Broker: 5764.0933827590925 watts, PV: 8.825643727618214 watts, Broker/PV in kW: 5.77kW, timestamp: 1584725158028 
Broker: 5765.944325653795 watts, PV: 5.014703809286116 watts, Broker/PV in kW: 5.77kW, timestamp: 1584725158129 
Broker: 5766.771983631034 watts, PV: 5.104983911147998 watts, Broker/PV in kW: 5.77kW, timestamp: 1584725158231 
Broker: 5768.021300110066 watts, PV: 1.8310095931505677 watts, Broker/PV in kW: 5.77kW, timestamp: 1584725158331 
Broker: 5768.765762281008 watts, PV: 0.35434799963062424 watts, Broker/PV in kW: 5.77kW, timestamp: 1584725158436 
Broker: 5770.209584300204 watts, PV: 9.306007372037994 watts, Broker/PV in kW: 5.78kW, timestamp: 1584725158545 
Broker: 5771.608775577214 watts, PV: 12.692563135071895 watts, Broker/PV in kW: 5.78kW, timestamp: 1584725158647 
Broker: 5772.474128192247 watts, PV: 7.730400022078987 watts, Broker/PV in kW: 5.78kW, timestamp: 1584725158748 
Broker: 5774.223544545632 watts, PV: 1.6584225533810315 watts, Broker/PV in kW: 5.78kW, timestamp: 1584725158852 
Broker: 5775.243708368303 watts, PV: 8.475179930243817 watts, Broker/PV in kW: 5.78kW, timestamp: 1584725158948 
Broker: 5777.222487595021 watts, PV: 10.881936420081608 watts, Broker/PV in kW: 5.79kW, timestamp: 1584725159050 
Broker: 5778.558631763748 watts, PV: 11.038459338895553 watts, Broker/PV in kW: 5.79kW, timestamp: 1584725159153 
Broker: 5778.626376107193 watts, PV: 6.885584277390913 watts, Broker/PV in kW: 5.79kW, timestamp: 1584725159257 
Broker: 5779.292725748152 watts, PV: 0.37127451652870125 watts, Broker/PV in kW: 5.78kW, timestamp: 1584725159361 
Broker: 5779.488621484207 watts, PV: 11.851365075585104 watts, Broker/PV in kW: 5.79kW, timestamp: 1584725159465 
Broker: 5781.443733634236 watts, PV: 8.759293290063454 watts, Broker/PV in kW: 5.79kW, timestamp: 1584725159563 
Broker: 5783.040116057556 watts, PV: 2.1030807241849026 watts, Broker/PV in kW: 5.79kW, timestamp: 1584725159666 
Broker: 5783.540983295865 watts, PV: 4.917622395115857 watts, Broker/PV in kW: 5.79kW, timestamp: 1584725159768 
Broker: 5785.303888280671 watts, PV: 8.774128745655783 watts, Broker/PV in kW: 5.79kW, timestamp: 1584725159882 
Broker: 5785.575581155965 watts, PV: 13.267614612649158 watts, Broker/PV in kW: 5.8kW, timestamp: 1584725159977 
Broker: 5787.208406070844 watts, PV: 19.752230991441845 watts, Broker/PV in kW: 5.81kW, timestamp: 1584725160084 
Broker: 5787.9809746703 watts, PV: 14.274880622416926 watts, Broker/PV in kW: 5.8kW, timestamp: 1584725160189 
Broker: 5788.981332823348 watts, PV: 9.024265351522853 watts, Broker/PV in kW: 5.8kW, timestamp: 1584725160294 
Broker: 5790.390075808781 watts, PV: 8.629697964095495 watts, Broker/PV in kW: 5.8kW, timestamp: 1584725160396 
Broker: 5790.563587584398 watts, PV: 12.954000758212585 watts, Broker/PV in kW: 5.8kW, timestamp: 1584725160499 
Broker: 5791.942381079261 watts, PV: 13.55085230233884 watts, Broker/PV in kW: 5.81kW, timestamp: 1584725160605 
Broker: 5792.565857802033 watts, PV: 16.163231789811938 watts, Broker/PV in kW: 5.81kW, timestamp: 1584725160716 
Broker: 5793.872477290251 watts, PV: 1.7297159666162987 watts, Broker/PV in kW: 5.8kW, timestamp: 1584725160811 
Broker: 5795.685382841172 watts, PV: 19.166224427310304 watts, Broker/PV in kW: 5.81kW, timestamp: 1584725160917 
Broker: 5797.247570163384 watts, PV: 9.79312567194484 watts, Broker/PV in kW: 5.81kW, timestamp: 1584725161015 
Broker: 5798.129568790939 watts, PV: 16.460889230754926 watts, Broker/PV in kW: 5.81kW, timestamp: 1584725161117 
Broker: 5799.477392913307 watts, PV: 17.966654990464527 watts, Broker/PV in kW: 5.82kW, timestamp: 1584725161228 
Broker: 5801.322109030555 watts, PV: 18.483709952464555 watts, Broker/PV in kW: 5.82kW, timestamp: 1584725161329 
Broker: 5802.4764032411795 watts, PV: 19.781782518647937 watts, Broker/PV in kW: 5.82kW, timestamp: 1584725161433 
Broker: 5802.560913676942 watts, PV: 5.022817420880026 watts, Broker/PV in kW: 5.81kW, timestamp: 1584725161535 
Broker: 5802.926983880156 watts, PV: 13.108940373242008 watts, Broker/PV in kW: 5.82kW, timestamp: 1584725161642 
Broker: 5804.075520017495 watts, PV: 6.134635592031565 watts, Broker/PV in kW: 5.81kW, timestamp: 1584725161741 
Broker: 5804.834640926013 watts, PV: 2.289585955456661 watts, Broker/PV in kW: 5.81kW, timestamp: 1584725161848 
Broker: 5805.340641373031 watts, PV: 16.596018147193703 watts, Broker/PV in kW: 5.82kW, timestamp: 1584725161952 
Broker: 5805.915168018639 watts, PV: 19.35728131701612 watts, Broker/PV in kW: 5.83kW, timestamp: 1584725162049 
Broker: 5807.478989276101 watts, PV: 3.7820150307693323 watts, Broker/PV in kW: 5.81kW, timestamp: 1584725162154 
Broker: 5809.023143506634 watts, PV: 17.005720417988034 watts, Broker/PV in kW: 5.83kW, timestamp: 1584725162256 
Broker: 5809.104623778634 watts, PV: 9.731906851130798 watts, Broker/PV in kW: 5.82kW, timestamp: 1584725162356 
Broker: 5809.386134351295 watts, PV: 12.02017840835451 watts, Broker/PV in kW: 5.82kW, timestamp: 1584725162456 
Broker: 5809.623909006555 watts, PV: 10.743328153983644 watts, Broker/PV in kW: 5.82kW, timestamp: 1584725162561 
Broker: 5810.57678039211 watts, PV: 4.876122904901328 watts, Broker/PV in kW: 5.82kW, timestamp: 1584725162665 
Broker: 5810.71400541468 watts, PV: 7.657703961492759 watts, Broker/PV in kW: 5.82kW, timestamp: 1584725162766 
Broker: 5811.445234054983 watts, PV: 11.331481462258104 watts, Broker/PV in kW: 5.82kW, timestamp: 1584725162866 
Broker: 5811.473978826732 watts, PV: 15.486460227559459 watts, Broker/PV in kW: 5.83kW, timestamp: 1584725162971 
Broker: 5813.279671194998 watts, PV: 0.6621560387834613 watts, Broker/PV in kW: 5.81kW, timestamp: 1584725163077 
Broker: 5815.180137659279 watts, PV: 6.851343158117054 watts, Broker/PV in kW: 5.82kW, timestamp: 1584725163177 
Broker: 5817.017441773928 watts, PV: 8.220611130340112 watts, Broker/PV in kW: 5.83kW, timestamp: 1584725163279 
Broker: 5818.158945952168 watts, PV: 13.204056243708514 watts, Broker/PV in kW: 5.83kW, timestamp: 1584725163381 
Broker: 5818.758787597126 watts, PV: 10.280419026267102 watts, Broker/PV in kW: 5.83kW, timestamp: 1584725163485 
Broker: 5819.434610697366 watts, PV: 8.11109614818752 watts, Broker/PV in kW: 5.83kW, timestamp: 1584725163597 
Broker: 5821.247675021413 watts, PV: 17.6341772633643 watts, Broker/PV in kW: 5.84kW, timestamp: 1584725163705 
Broker: 5821.340662489371 watts, PV: 15.702527301458105 watts, Broker/PV in kW: 5.84kW, timestamp: 1584725163942 
Broker: 5821.430666434713 watts, PV: 1.5440088002234287 watts, Broker/PV in kW: 5.82kW, timestamp: 1584725164042 
Broker: 5822.701585194053 watts, PV: 1.7255229984310327 watts, Broker/PV in kW: 5.82kW, timestamp: 1584725164230 
Broker: 5823.26165950722 watts, PV: 17.474968083866244 watts, Broker/PV in kW: 5.84kW, timestamp: 1584725164318 
Broker: 5823.6942237232015 watts, PV: 11.069868244597142 watts, Broker/PV in kW: 5.83kW, timestamp: 1584725164318 
Broker: 5823.72139711156 watts, PV: 19.494835544201585 watts, Broker/PV in kW: 5.84kW, timestamp: 1584725164507 
Broker: 5825.19235928619 watts, PV: 7.796652540172859 watts, Broker/PV in kW: 5.83kW, timestamp: 1584725164605 
Broker: 5825.480881436427 watts, PV: 12.109174735220769 watts, Broker/PV in kW: 5.84kW, timestamp: 1584725164605 
Broker: 5825.748928943264 watts, PV: 16.113558331994536 watts, Broker/PV in kW: 5.84kW, timestamp: 1584725164698 
Broker: 5827.6084217002835 watts, PV: 19.08117682217057 watts, Broker/PV in kW: 5.85kW, timestamp: 1584725164883 
Broker: 5829.382023276306 watts, PV: 5.5832254611179355 watts, Broker/PV in kW: 5.83kW, timestamp: 1584725165066 
Broker: 5829.487539948933 watts, PV: 6.229598493931112 watts, Broker/PV in kW: 5.84kW, timestamp: 1584725165066 
Broker: 5830.482798654508 watts, PV: 17.23031718540154 watts, Broker/PV in kW: 5.85kW, timestamp: 1584725165246 
Broker: 5830.619007043034 watts, PV: 19.466310535575126 watts, Broker/PV in kW: 5.85kW, timestamp: 1584725165436 
Broker: 5832.608035324181 watts, PV: 14.24156022916565 watts, Broker/PV in kW: 5.85kW, timestamp: 1584725165437 
Broker: 5832.913445099159 watts, PV: 17.367917558265447 watts, Broker/PV in kW: 5.85kW, timestamp: 1584725165589 
Broker: 5833.203082184782 watts, PV: 1.623524397229712 watts, Broker/PV in kW: 5.83kW, timestamp: 1584725165589 
Broker: 5833.214757545846 watts, PV: 14.87770189443415 watts, Broker/PV in kW: 5.85kW, timestamp: 1584725165768 
Broker: 5833.345974359336 watts, PV: 18.010175937647254 watts, Broker/PV in kW: 5.85kW, timestamp: 1584725165768 
Broker: 5835.02470050285 watts, PV: 18.658777980518735 watts, Broker/PV in kW: 5.85kW, timestamp: 1584725165947 
Broker: 5838.148209372507 watts, PV: 2.3727770557894035 watts, Broker/PV in kW: 5.84kW, timestamp: 1584725166131 
Broker: 5836.803215638303 watts, PV: 2.8834323280446084 watts, Broker/PV in kW: 5.84kW, timestamp: 1584725166131 
Broker: 5839.832847299189 watts, PV: 2.3607305111651833 watts, Broker/PV in kW: 5.84kW, timestamp: 1584725166310 
Broker: 5840.489601360398 watts, PV: 6.882153381585763 watts, Broker/PV in kW: 5.85kW, timestamp: 1584725166311 
Broker: 5842.377722833183 watts, PV: 10.143553688779212 watts, Broker/PV in kW: 5.85kW, timestamp: 1584725166499 
Broker: 5842.723151666492 watts, PV: 1.0093136612761544 watts, Broker/PV in kW: 5.84kW, timestamp: 1584725166643 
Broker: 5844.471002086573 watts, PV: 17.357040225433323 watts, Broker/PV in kW: 5.86kW, timestamp: 1584725166643 
Broker: 5845.02477518187 watts, PV: 7.936636724860078 watts, Broker/PV in kW: 5.85kW, timestamp: 1584725166825 
Broker: 5846.799968510265 watts, PV: 11.46385231061975 watts, Broker/PV in kW: 5.86kW, timestamp: 1584725166825 
Broker: 5848.282918504808 watts, PV: 13.068276200660613 watts, Broker/PV in kW: 5.86kW, timestamp: 1584725167006 
Broker: 5849.585222765564 watts, PV: 17.067944849942474 watts, Broker/PV in kW: 5.87kW, timestamp: 1584725167007 
Broker: 5851.411855968116 watts, PV: 8.434763166921467 watts, Broker/PV in kW: 5.86kW, timestamp: 1584725167186 
Broker: 5852.778484348213 watts, PV: 7.378210872394524 watts, Broker/PV in kW: 5.86kW, timestamp: 1584725167368 
Broker: 5853.183629148621 watts, PV: 7.436829607139819 watts, Broker/PV in kW: 5.86kW, timestamp: 1584725167368 
Broker: 5855.12535092115 watts, PV: 17.97343707929719 watts, Broker/PV in kW: 5.87kW, timestamp: 1584725167505 
Broker: 5857.05478599329 watts, PV: 14.16741621134145 watts, Broker/PV in kW: 5.87kW, timestamp: 1584725167505 
Broker: 5857.580841877984 watts, PV: 17.097445814881844 watts, Broker/PV in kW: 5.87kW, timestamp: 1584725167657 
Broker: 5857.616241718335 watts, PV: 13.658804310043632 watts, Broker/PV in kW: 5.87kW, timestamp: 1584725167837 
Broker: 5860.317861774672 watts, PV: 10.779920115666886 watts, Broker/PV in kW: 5.87kW, timestamp: 1584725167884 
Broker: 5859.195842899898 watts, PV: 1.557346357836371 watts, Broker/PV in kW: 5.86kW, timestamp: 1584725167884 
Broker: 5860.531016179003 watts, PV: 4.131101807151767 watts, Broker/PV in kW: 5.86kW, timestamp: 1584725167930 
Broker: 5861.698264429682 watts, PV: 19.72975553541903 watts, Broker/PV in kW: 5.88kW, timestamp: 1584725168024 
Broker: 5863.183073634788 watts, PV: 3.17744702802913 watts, Broker/PV in kW: 5.87kW, timestamp: 1584725168128 
Broker: 5863.927041276268 watts, PV: 6.894739981559077 watts, Broker/PV in kW: 5.87kW, timestamp: 1584725168233 
Broker: 5864.863166933698 watts, PV: 13.134343260528713 watts, Broker/PV in kW: 5.88kW, timestamp: 1584725168332 
Broker: 5864.932570135078 watts, PV: 7.025846631150041 watts, Broker/PV in kW: 5.87kW, timestamp: 1584725168445 
Broker: 5866.566654521921 watts, PV: 13.459764399753267 watts, Broker/PV in kW: 5.88kW, timestamp: 1584725168545 
Broker: 5867.532227030308 watts, PV: 12.38266568489987 watts, Broker/PV in kW: 5.88kW, timestamp: 1584725168645 
Broker: 5868.9032738172045 watts, PV: 8.91283810266029 watts, Broker/PV in kW: 5.88kW, timestamp: 1584725168743 
Broker: 5870.548027756148 watts, PV: 9.450062705421276 watts, Broker/PV in kW: 5.88kW, timestamp: 1584725168846 
Broker: 5870.69136892456 watts, PV: 14.265221920509777 watts, Broker/PV in kW: 5.88kW, timestamp: 1584725168970 
Broker: 5870.855159586552 watts, PV: 4.415433322198314 watts, Broker/PV in kW: 5.88kW, timestamp: 1584725169058 
Broker: 5871.434879201351 watts, PV: 13.881185647974789 watts, Broker/PV in kW: 5.89kW, timestamp: 1584725169158 
Broker: 5873.268163509009 watts, PV: 1.9002141196494948 watts, Broker/PV in kW: 5.88kW, timestamp: 1584725169260 
Broker: 5875.072957410396 watts, PV: 19.525514394704402 watts, Broker/PV in kW: 5.89kW, timestamp: 1584725169364 
Broker: 5875.468581153034 watts, PV: 19.135356147941035 watts, Broker/PV in kW: 5.89kW, timestamp: 1584725169472 
Broker: 5876.515546114729 watts, PV: 4.782431574589667 watts, Broker/PV in kW: 5.88kW, timestamp: 1584725169569 
Broker: 5876.965039654396 watts, PV: 1.9509811804600519 watts, Broker/PV in kW: 5.88kW, timestamp: 1584725169672 
Broker: 5878.693047539692 watts, PV: 19.821779359771277 watts, Broker/PV in kW: 5.9kW, timestamp: 1584725169774 
Broker: 5878.920411120283 watts, PV: 15.333445379661836 watts, Broker/PV in kW: 5.89kW, timestamp: 1584725169886 
Broker: 5880.246847977036 watts, PV: 1.9086316374357848 watts, Broker/PV in kW: 5.88kW, timestamp: 1584725169980 
Broker: 5880.767462115323 watts, PV: 0.06983962659911302 watts, Broker/PV in kW: 5.88kW, timestamp: 1584725170085 
Broker: 5882.636540278694 watts, PV: 15.649947681062898 watts, Broker/PV in kW: 5.9kW, timestamp: 1584725170194 
Broker: 5883.560132812285 watts, PV: 15.609386111385163 watts, Broker/PV in kW: 5.9kW, timestamp: 1584725170303 
Broker: 5884.517567201591 watts, PV: 9.245585145345201 watts, Broker/PV in kW: 5.89kW, timestamp: 1584725170398 
Broker: 5886.285421399461 watts, PV: 10.509651220541842 watts, Broker/PV in kW: 5.9kW, timestamp: 1584725170504 
Broker: 5887.366650388294 watts, PV: 1.6317794117849038 watts, Broker/PV in kW: 5.89kW, timestamp: 1584725170600 
Broker: 5888.669696569069 watts, PV: 9.512555409744614 watts, Broker/PV in kW: 5.9kW, timestamp: 1584725170700 
Broker: 5889.565657702837 watts, PV: 17.990981446685268 watts, Broker/PV in kW: 5.91kW, timestamp: 1584725170801 
Broker: 5890.638989145522 watts, PV: 6.549796577181244 watts, Broker/PV in kW: 5.9kW, timestamp: 1584725170912 
Broker: 5892.583103833449 watts, PV: 5.7532214767337075 watts, Broker/PV in kW: 5.9kW, timestamp: 1584725171004 
Broker: 5893.628734754525 watts, PV: 4.374747700543518 watts, Broker/PV in kW: 5.9kW, timestamp: 1584725171111 
Broker: 5894.27695343094 watts, PV: 15.446190200060519 watts, Broker/PV in kW: 5.91kW, timestamp: 1584725171210 
Broker: 5894.916477539628 watts, PV: 10.80725304885885 watts, Broker/PV in kW: 5.91kW, timestamp: 1584725171315 
Broker: 5895.561582023977 watts, PV: 3.3257756144630823 watts, Broker/PV in kW: 5.9kW, timestamp: 1584725171684 
Broker: 5897.491502686457 watts, PV: 10.775068189804529 watts, Broker/PV in kW: 5.91kW, timestamp: 1584725171733 
Broker: 5898.01497536431 watts, PV: 0.42807100971316014 watts, Broker/PV in kW: 5.9kW, timestamp: 1584725171733 
Broker: 5897.61948070397 watts, PV: 8.924605411236346 watts, Broker/PV in kW: 5.91kW, timestamp: 1584725171733 
Broker: 5898.949328465867 watts, PV: 6.984667247150158 watts, Broker/PV in kW: 5.91kW, timestamp: 1584725171832 
Broker: 5900.258271233021 watts, PV: 5.311615706861987 watts, Broker/PV in kW: 5.91kW, timestamp: 1584725171933 
Broker: 5900.545712714716 watts, PV: 17.648136573812543 watts, Broker/PV in kW: 5.92kW, timestamp: 1584725172035 
Broker: 5902.391436208677 watts, PV: 6.911652035786773 watts, Broker/PV in kW: 5.91kW, timestamp: 1584725172134 
Broker: 5903.760494199024 watts, PV: 1.6429988723728428 watts, Broker/PV in kW: 5.91kW, timestamp: 1584725172235 
Broker: 5905.352963541702 watts, PV: 11.959940981239146 watts, Broker/PV in kW: 5.92kW, timestamp: 1584725172339 
Broker: 5906.588329881304 watts, PV: 6.1019700955960365 watts, Broker/PV in kW: 5.91kW, timestamp: 1584725172443 
Broker: 5907.641738939091 watts, PV: 12.87703145177678 watts, Broker/PV in kW: 5.92kW, timestamp: 1584725172545 
Broker: 5908.563412338542 watts, PV: 9.70583579466549 watts, Broker/PV in kW: 5.92kW, timestamp: 1584725172650 
Broker: 5909.994034026045 watts, PV: 3.6305927354152745 watts, Broker/PV in kW: 5.91kW, timestamp: 1584725172753 
Broker: 5910.65320932396 watts, PV: 14.778871382000345 watts, Broker/PV in kW: 5.93kW, timestamp: 1584725172855 
Broker: 5911.448720695018 watts, PV: 12.981415292964563 watts, Broker/PV in kW: 5.92kW, timestamp: 1584725172972 
Broker: 5911.80445292364 watts, PV: 9.801760674036304 watts, Broker/PV in kW: 5.92kW, timestamp: 1584725173063 
Broker: 5912.771404341955 watts, PV: 10.882368833585714 watts, Broker/PV in kW: 5.92kW, timestamp: 1584725173170 
Broker: 5914.484472958561 watts, PV: 8.8937891266824 watts, Broker/PV in kW: 5.92kW, timestamp: 1584725173265 
Broker: 5915.538371567247 watts, PV: 8.885241850772431 watts, Broker/PV in kW: 5.92kW, timestamp: 1584725173375 
Broker: 5916.837666988866 watts, PV: 3.4401468596727236 watts, Broker/PV in kW: 5.92kW, timestamp: 1584725173474 
Broker: 5917.718129709952 watts, PV: 2.223911897926185 watts, Broker/PV in kW: 5.92kW, timestamp: 1584725173580 
Broker: 5919.529451252686 watts, PV: 10.469860345921166 watts, Broker/PV in kW: 5.93kW, timestamp: 1584725173680 
Broker: 5920.258818697159 watts, PV: 0.8954753075871924 watts, Broker/PV in kW: 5.92kW, timestamp: 1584725173783 
Broker: 5920.695617401408 watts, PV: 14.229097918879248 watts, Broker/PV in kW: 5.93kW, timestamp: 1584725173891 
Broker: 5920.963244708575 watts, PV: 2.7600183898168362 watts, Broker/PV in kW: 5.92kW, timestamp: 1584725173998 
Broker: 5922.86061836202 watts, PV: 4.4289104432759 watts, Broker/PV in kW: 5.93kW, timestamp: 1584725174094 
Broker: 5923.187753203387 watts, PV: 19.666261378398865 watts, Broker/PV in kW: 5.94kW, timestamp: 1584725174198 
Broker: 5923.342079352425 watts, PV: 5.176597845567716 watts, Broker/PV in kW: 5.93kW, timestamp: 1584725174298 
Broker: 5924.62311730322 watts, PV: 12.24763666503696 watts, Broker/PV in kW: 5.94kW, timestamp: 1584725174395 
Broker: 5926.328965380883 watts, PV: 10.701812119095635 watts, Broker/PV in kW: 5.94kW, timestamp: 1584725174501 
Broker: 5927.168438884364 watts, PV: 7.338658066651971 watts, Broker/PV in kW: 5.93kW, timestamp: 1584725174604 
Broker: 5927.197952171656 watts, PV: 12.952521898490978 watts, Broker/PV in kW: 5.94kW, timestamp: 1584725174711 
Broker: 5928.841671780382 watts, PV: 15.421307657432548 watts, Broker/PV in kW: 5.94kW, timestamp: 1584725174814 
Broker: 5930.5570486438255 watts, PV: 3.4118373228375853 watts, Broker/PV in kW: 5.93kW, timestamp: 1584725174911 
Broker: 5932.031853213976 watts, PV: 14.23987947907011 watts, Broker/PV in kW: 5.95kW, timestamp: 1584725175025 
Broker: 5932.120522376274 watts, PV: 4.814733567707452 watts, Broker/PV in kW: 5.94kW, timestamp: 1584725175130 
Broker: 5932.568802843922 watts, PV: 19.538599122225676 watts, Broker/PV in kW: 5.95kW, timestamp: 1584725175226 
Broker: 5932.714435379711 watts, PV: 4.213631025910107 watts, Broker/PV in kW: 5.94kW, timestamp: 1584725175330 
Broker: 5934.097480481958 watts, PV: 14.790023441627236 watts, Broker/PV in kW: 5.95kW, timestamp: 1584725175437 
Broker: 5935.555048674064 watts, PV: 1.884826575432661 watts, Broker/PV in kW: 5.94kW, timestamp: 1584725175537 
Broker: 5935.8912785056245 watts, PV: 14.846434848418433 watts, Broker/PV in kW: 5.95kW, timestamp: 1584725175641 
